Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,County Name,Measure Name,Measure ID,Score,County,Common State County FIPS Code,Latitude,Longitude,Hospital Ownership,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2016,Q4,10110,BULLOCK COUNTY HOSPITAL,UNION SPRINGS,Alabama,36089,BULLOCK,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,Bullock County,01011,32.13,-85.71,Proprietary,Shortage Area,High Needs Geographic HPSA,22.0,0.0,9784.0,28.8,,Rural,3000:1,3.26
2016,Q4,10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,DEMOPOLIS,Alabama,36732,MARENGO,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,Marengo County,01091,32.5,-87.83,Government - Hospital District or Authority,Shortage Area,High Needs Geographic HPSA,19.0,3.475,19056.0,21.9,5484:1,Rural,3000:1,2.875
2016,Q4,10113,MOBILE INFIRMARY MEDICAL CENTER,MOBILE,Alabama,36652,MOBILE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,Mobile County,01097,30.68,-88.04,Voluntary non-profit - Private,Non-Shortage Area,,,,,,,,,
2016,Q4,10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,Alabama,35021,JEFFERSON,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,Jefferson County,01073,33.37,-86.96,Government - Hospital District or Authority,Non-Shortage Area,,,,,,,,,
2016,Q4,10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,Alabama,36701,DALLAS,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,Dallas County,01047,32.41,-87.03,Proprietary,Shortage Area,High Needs Geographic HPSA,14.0,12.7,38546.0,29.0,3035:1,Rural,3000:1,0.15
2016,Q4,10120,MONROE COUNTY HOSPITAL,MONROEVILLE,Alabama,36460,MONROE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.04,Monroe County,01099,31.51,-87.32,Government - Local,Shortage Area,High Needs Geographic HPSA,13.0,6.8,21004.0,27.9,3089:1,Rural,3000:1,0.2
2016,Q4,10125,LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,Alabama,35565,WINSTON,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.88,Winston County,01133,34.23,-87.61,Voluntary non-profit - Church,Shortage Area,Geographic HPSA,12.0,6.775,25018.0,17.6,3693:1,Rural,3500:1,0.375
2016,Q4,10126,TROY REGIONAL MEDICAL CENTER,TROY,Alabama,36081,PIKE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,Pike County,01109,31.9,-85.9,Government - Federal,Non-Shortage Area,,,,,,,,,
2016,Q4,10128,JACKSON MEDICAL CENTER,JACKSON,Alabama,36545,CLARKE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,Clarke County,01025,31.53,-87.89,Proprietary,Shortage Area,High Needs Geographic HPSA,13.0,7.75,23628.0,23.2,3049:1,Rural,3000:1,0.13
2016,Q4,10129,NORTH BALDWIN INFIRMARY,BAY MINETTE,Alabama,36507,BALDWIN,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,Baldwin County,01003,30.88,-87.77,Voluntary non-profit - Private,Non-Shortage Area,,,,,,,,,
2016,Q4,10130,ST VINCENT'S ST CLAIR,PELL CITY,Alabama,35125,SAINT CLAIR,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.85,St. Clair County,01115,33.63,-86.29,Voluntary non-profit - Private,Shortage Area,High Needs Geographic HPSA,9.0,16.7,83101.0,16.0,4976:1,Partially Rural,3000:1,11.0
2016,Q4,10131,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,Alabama,35801,MADISON,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,Madison County,01089,34.73,-86.56,Proprietary,Non-Shortage Area,,,,,,,,,
2016,Q4,10138,HILL HOSPITAL OF SUMTER COUNTY,YORK,Alabama,36925,SUMTER,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.08,Sumter County,01119,32.49,-88.29,Voluntary non-profit - Other,Shortage Area,High Needs Geographic HPSA,23.0,0.8,11907.0,31.7,14884:1,Rural,3000:1,3.17
2016,Q4,10139,BROOKWOOD MEDICAL CENTER,BIRMINGHAM,Alabama,35209,JEFFERSON,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,Jefferson County,01073,33.47,-86.81,Proprietary,Non-Shortage Area,,,,,,,,,
2016,Q4,10144,SPRINGHILL MEMORIAL HOSPITAL,MOBILE,Alabama,36608,MOBILE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,Mobile County,01097,30.68,-88.3,Proprietary,Non-Shortage Area,,,,,,,,,
2016,Q4,10146,RMC JACKSONVILLE,JACKSONVILLE,Alabama,36265,CALHOUN,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.13,Calhoun County,01015,33.81,-85.76,Proprietary,Non-Shortage Area,,,,,,,,,
2016,Q4,10148,EVERGREEN MEDICAL CENTER,EVERGREEN,Alabama,36401,CONECUH,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.88,Conecuh County,01035,31.43,-86.95,Proprietary,Shortage Area,High Needs Geographic HPSA,15.0,4.3,12928.0,32.9,3007:1,Rural,3000:1,0.01
2016,Q4,10149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,Alabama,36117,MONTGOMERY,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,Montgomery County,01101,32.38,-86.15,Government - Hospital District or Authority,Non-Shortage Area,,,,,,,,,
2016,Q4,10150,L V STABLER MEMORIAL HOSPITAL,GREENVILLE,Alabama,36037,BUTLER,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,Butler County,01013,31.82,-86.62,Proprietary,Shortage Area,High Needs Geographic HPSA,13.0,6.15,19540.0,22.5,3177:1,Rural,3000:1,0.36
2016,Q4,10157,SHOALS HOSPITAL,MUSCLE SHOALS,Alabama,35661,COLBERT,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,Colbert County,01033,34.74,-87.64,Government - Hospital District or Authority,Non-Shortage Area,,,,,,,,,
2016,Q4,10158,RUSSELLVILLE HOSPITAL,RUSSELLVILLE,Alabama,35653,FRANKLIN,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,Franklin County,01059,34.5,-87.72,Proprietary,Shortage Area,High Needs Geographic HPSA,10.0,10.0,31191.0,22.2,3119:1,Rural,3000:1,0.4
2016,Q4,10164,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,Alabama,35150,TALLADEGA,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,Talladega County,01121,33.17,-86.26,Voluntary non-profit - Other,Shortage Area,High Needs Geographic HPSA,13.0,22.17,84289.0,20.7,3802:1,Rural,3000:1,5.93
2016,Q4,10168,JACK HUGHSTON MEMORIAL HOSPITAL,PHENIX CITY,Alabama,36867,RUSSELL,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.97,Russell County,01113,32.46,-85.01,Government - State,Shortage Area,High Needs Geographic HPSA,20.0,5.5,56885.0,20.7,10343:1,Non-Rural,3000:1,13.46
2016,Q4,10169,ATMORE COMMUNITY HOSPITAL,ATMORE,Alabama,36502,ESCAMBIA,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,Escambia County,01053,31.02,-87.49,Government - Hospital District or Authority,Shortage Area,High Needs Geographic HPSA,11.0,11.125,34089.0,22.1,3064:1,Rural,3000:1,0.235
2016,Q4,190002,LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,Louisiana,70503,LAFAYETTE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,Lafayette Parish,22055,30.21,-92.02,Voluntary non-profit - Private,Non-Shortage Area,,,,,,,,,
2016,Q4,190003,DAUTERIVE HOSPITAL,NEW IBERIA,Louisiana,70563,IBERIA,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.15,Iberia Parish,22045,30.02,-91.71,Proprietary,Non-Shortage Area,,,,,,,,,
2016,Q4,190004,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,Louisiana,70301,LAFOURCHE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,Lafourche Parish,22057,29.79,-90.82,Government - Hospital District or Authority,Non-Shortage Area,,,,,,,,,
2016,Q4,190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,NEW ORLEANS,Louisiana,70112,ORLEANS,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.0,Orleans Parish,22071,29.96,-90.08,Voluntary non-profit - Private,Non-Shortage Area,,,,,,,,,
2016,Q4,190006,UNIVERSITY HOSPITAL & CLINICS,LAFAYETTE,Louisiana,70506,LAFAYETTE,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,Lafayette Parish,22055,30.2,-92.08,Voluntary non-profit - Private,Non-Shortage Area,,,,,,,,,
