Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,County Name,Condition,Measure ID,Measure Name,Score,Sample,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2016,Q4,10005,MARSHALL MEDICAL CENTER SOUTH,BOAZ,Alabama,35957,MARSHALL,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,99.0,233,Marshall County,01095,34.2,-86.15,Shortage Area,High Needs Geographic HPSA,10.0,31.48,95375.0,20.5,3030:1,Rural,3000:1,0.31
2016,Q4,10006,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,Alabama,35631,LAUDERDALE,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,74.0,447,Lauderdale County,01077,34.82,-87.66,Non-Shortage Area,,,,,,,,,
2016,Q4,10006,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,Alabama,35631,LAUDERDALE,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,141.0,359,Lauderdale County,01077,34.82,-87.66,Non-Shortage Area,,,,,,,,,
2016,Q4,10006,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,Alabama,35631,LAUDERDALE,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,11.0,381,Lauderdale County,01077,34.82,-87.66,Non-Shortage Area,,,,,,,,,
2016,Q4,10006,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,Alabama,35631,LAUDERDALE,Emergency Department,OP_21,Median Time to Pain Medicine,62.0,126,Lauderdale County,01077,34.82,-87.66,Non-Shortage Area,,,,,,,,,
2016,Q4,10006,ELIZA COFFEE MEMORIAL HOSPITAL,FLORENCE,Alabama,35631,LAUDERDALE,Emergency Department,OP_22,% of Patients Left Before Being Seen,1.0,43373,Lauderdale County,01077,34.82,-87.66,Non-Shortage Area,,,,,,,,,
2016,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,COVINGTON,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,70.0,456,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2016,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,COVINGTON,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,125.0,749,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2016,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,COVINGTON,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,38.0,856,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2016,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,COVINGTON,Emergency Department,OP_21,Median Time to Pain Medicine,88.0,39,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2016,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,COVINGTON,Emergency Department,OP_22,% of Patients Left Before Being Seen,2.0,11842,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2016,Q4,10007,MIZELL MEMORIAL HOSPITAL,OPP,Alabama,36467,COVINGTON,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,92.0,38,Covington County,01039,31.29,-86.25,Non-Shortage Area,,,,,,,,,
2016,Q4,10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,Alabama,36049,CRENSHAW,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,60.0,525,Crenshaw County,01041,31.7,-86.26,Shortage Area,Geographic HPSA,16.0,1.65,13623.0,15.1,8256:1,Rural,3500:1,2.24
2016,Q4,10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,Alabama,36049,CRENSHAW,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,96.0,371,Crenshaw County,01041,31.7,-86.26,Shortage Area,Geographic HPSA,16.0,1.65,13623.0,15.1,8256:1,Rural,3500:1,2.24
2016,Q4,10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,Alabama,36049,CRENSHAW,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,27.0,384,Crenshaw County,01041,31.7,-86.26,Shortage Area,Geographic HPSA,16.0,1.65,13623.0,15.1,8256:1,Rural,3500:1,2.24
2016,Q4,10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,Alabama,36049,CRENSHAW,Emergency Department,OP_21,Median Time to Pain Medicine,39.0,39,Crenshaw County,01041,31.7,-86.26,Shortage Area,Geographic HPSA,16.0,1.65,13623.0,15.1,8256:1,Rural,3500:1,2.24
2016,Q4,10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,Alabama,36049,CRENSHAW,Emergency Department,OP_22,% of Patients Left Before Being Seen,0.0,6644,Crenshaw County,01041,31.7,-86.26,Shortage Area,Geographic HPSA,16.0,1.65,13623.0,15.1,8256:1,Rural,3500:1,2.24
2016,Q4,10011,ST VINCENT'S EAST,BIRMINGHAM,Alabama,35235,JEFFERSON,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,62.0,554,Jefferson County,01073,33.62,-86.65,Non-Shortage Area,,,,,,,,,
2016,Q4,10011,ST VINCENT'S EAST,BIRMINGHAM,Alabama,35235,JEFFERSON,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,161.0,370,Jefferson County,01073,33.62,-86.65,Non-Shortage Area,,,,,,,,,
2016,Q4,10011,ST VINCENT'S EAST,BIRMINGHAM,Alabama,35235,JEFFERSON,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,53.0,367,Jefferson County,01073,33.62,-86.65,Non-Shortage Area,,,,,,,,,
2016,Q4,10011,ST VINCENT'S EAST,BIRMINGHAM,Alabama,35235,JEFFERSON,Emergency Department,OP_21,Median Time to Pain Medicine,73.0,220,Jefferson County,01073,33.62,-86.65,Non-Shortage Area,,,,,,,,,
2016,Q4,10011,ST VINCENT'S EAST,BIRMINGHAM,Alabama,35235,JEFFERSON,Emergency Department,OP_22,% of Patients Left Before Being Seen,3.0,58181,Jefferson County,01073,33.62,-86.65,Non-Shortage Area,,,,,,,,,
2016,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,DE KALB,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,46.0,397,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2016,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,DE KALB,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,129.0,401,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2016,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,DE KALB,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,34.0,423,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2016,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,DE KALB,Emergency Department,OP_21,Median Time to Pain Medicine,59.0,161,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2016,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,DE KALB,Emergency Department,OP_22,% of Patients Left Before Being Seen,2.0,24963,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2016,Q4,10012,DEKALB REGIONAL MEDICAL CENTER,FORT PAYNE,Alabama,35968,DE KALB,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,100.0,50,DeKalb County,01049,34.55,-85.74,Shortage Area,High Needs Geographic HPSA,14.0,16.15,70355.0,21.0,4356:1,Rural,3000:1,7.3
2016,Q4,10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,Alabama,35007,SHELBY,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,99.0,732,Shelby County,01117,33.22,-86.82,Non-Shortage Area,,,,,,,,,
2016,Q4,10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,Alabama,35007,SHELBY,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,197.0,391,Shelby County,01117,33.22,-86.82,Non-Shortage Area,,,,,,,,,
2016,Q4,10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,Alabama,35007,SHELBY,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,25.0,407,Shelby County,01117,33.22,-86.82,Non-Shortage Area,,,,,,,,,
2016,Q4,10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,Alabama,35007,SHELBY,Emergency Department,OP_21,Median Time to Pain Medicine,73.0,213,Shelby County,01117,33.22,-86.82,Non-Shortage Area,,,,,,,,,
2016,Q4,10016,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,Alabama,35007,SHELBY,Emergency Department,OP_22,% of Patients Left Before Being Seen,1.0,45255,Shelby County,01117,33.22,-86.82,Non-Shortage Area,,,,,,,,,
2016,Q4,10018,CALLAHAN EYE HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,106.0,363,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10018,CALLAHAN EYE HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,18.0,366,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10018,CALLAHAN EYE HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,OP_22,% of Patients Left Before Being Seen,0.0,6101,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,Alabama,35660,COLBERT,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,58.0,612,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
2016,Q4,10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,Alabama,35660,COLBERT,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,111.0,371,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
2016,Q4,10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,Alabama,35660,COLBERT,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,21.0,384,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
2016,Q4,10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,Alabama,35660,COLBERT,Emergency Department,OP_21,Median Time to Pain Medicine,64.0,161,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
2016,Q4,10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,Alabama,35660,COLBERT,Emergency Department,OP_22,% of Patients Left Before Being Seen,1.0,42701,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
2016,Q4,10019,HELEN KELLER MEMORIAL HOSPITAL,SHEFFIELD,Alabama,35660,COLBERT,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,100.0,105,Colbert County,01033,34.75,-87.7,Non-Shortage Area,,,,,,,,,
2016,Q4,10021,DALE MEDICAL CENTER,OZARK,Alabama,36360,DALE,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,55.0,530,Dale County,01045,31.43,-85.64,Shortage Area,High Needs Geographic HPSA,15.0,8.56,48674.0,18.7,5686:1,Rural,3000:1,7.66
2016,Q4,10021,DALE MEDICAL CENTER,OZARK,Alabama,36360,DALE,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,95.0,413,Dale County,01045,31.43,-85.64,Shortage Area,High Needs Geographic HPSA,15.0,8.56,48674.0,18.7,5686:1,Rural,3000:1,7.66
2016,Q4,10021,DALE MEDICAL CENTER,OZARK,Alabama,36360,DALE,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,21.0,486,Dale County,01045,31.43,-85.64,Shortage Area,High Needs Geographic HPSA,15.0,8.56,48674.0,18.7,5686:1,Rural,3000:1,7.66
2016,Q4,10021,DALE MEDICAL CENTER,OZARK,Alabama,36360,DALE,Emergency Department,OP_21,Median Time to Pain Medicine,44.0,58,Dale County,01045,31.43,-85.64,Shortage Area,High Needs Geographic HPSA,15.0,8.56,48674.0,18.7,5686:1,Rural,3000:1,7.66
2016,Q4,10021,DALE MEDICAL CENTER,OZARK,Alabama,36360,DALE,Emergency Department,OP_22,% of Patients Left Before Being Seen,2.0,17214,Dale County,01045,31.43,-85.64,Shortage Area,High Needs Geographic HPSA,15.0,8.56,48674.0,18.7,5686:1,Rural,3000:1,7.66
2016,Q4,10021,DALE MEDICAL CENTER,OZARK,Alabama,36360,DALE,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,100.0,22,Dale County,01045,31.43,-85.64,Shortage Area,High Needs Geographic HPSA,15.0,8.56,48674.0,18.7,5686:1,Rural,3000:1,7.66
2016,Q4,10022,CHEROKEE MEDICAL CENTER,CENTRE,Alabama,35960,CHEROKEE,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,78.0,243,Cherokee County,01019,34.15,-85.67,Shortage Area,Geographic HPSA,11.0,4.05,25571.0,13.9,6314:1,Rural,3500:1,3.26
2016,Q4,10022,CHEROKEE MEDICAL CENTER,CENTRE,Alabama,35960,CHEROKEE,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,95.0,395,Cherokee County,01019,34.15,-85.67,Shortage Area,Geographic HPSA,11.0,4.05,25571.0,13.9,6314:1,Rural,3500:1,3.26
2016,Q4,10022,CHEROKEE MEDICAL CENTER,CENTRE,Alabama,35960,CHEROKEE,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,16.0,431,Cherokee County,01019,34.15,-85.67,Shortage Area,Geographic HPSA,11.0,4.05,25571.0,13.9,6314:1,Rural,3500:1,3.26
2016,Q4,10022,CHEROKEE MEDICAL CENTER,CENTRE,Alabama,35960,CHEROKEE,Emergency Department,OP_21,Median Time to Pain Medicine,48.0,58,Cherokee County,01019,34.15,-85.67,Shortage Area,Geographic HPSA,11.0,4.05,25571.0,13.9,6314:1,Rural,3500:1,3.26
2016,Q4,10022,CHEROKEE MEDICAL CENTER,CENTRE,Alabama,35960,CHEROKEE,Emergency Department,OP_22,% of Patients Left Before Being Seen,1.0,7845,Cherokee County,01019,34.15,-85.67,Shortage Area,Geographic HPSA,11.0,4.05,25571.0,13.9,6314:1,Rural,3500:1,3.26
2016,Q4,10022,CHEROKEE MEDICAL CENTER,CENTRE,Alabama,35960,CHEROKEE,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,90.0,30,Cherokee County,01019,34.15,-85.67,Shortage Area,Geographic HPSA,11.0,4.05,25571.0,13.9,6314:1,Rural,3500:1,3.26
2016,Q4,10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,Alabama,36116,MONTGOMERY,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,243.0,714,Montgomery County,01101,32.27,-86.21,Non-Shortage Area,,,,,,,,,
2016,Q4,10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,Alabama,36116,MONTGOMERY,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,166.0,484,Montgomery County,01101,32.27,-86.21,Non-Shortage Area,,,,,,,,,
2016,Q4,10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,Alabama,36116,MONTGOMERY,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,36.0,508,Montgomery County,01101,32.27,-86.21,Non-Shortage Area,,,,,,,,,
2016,Q4,10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,Alabama,36116,MONTGOMERY,Emergency Department,OP_21,Median Time to Pain Medicine,66.0,158,Montgomery County,01101,32.27,-86.21,Non-Shortage Area,,,,,,,,,
2016,Q4,10023,BAPTIST MEDICAL CENTER SOUTH,MONTGOMERY,Alabama,36116,MONTGOMERY,Emergency Department,OP_22,% of Patients Left Before Being Seen,2.0,71553,Montgomery County,01101,32.27,-86.21,Non-Shortage Area,,,,,,,,,
2016,Q4,10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,Alabama,36106,MONTGOMERY,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,135.0,741,Montgomery County,01101,32.35,-86.28,Non-Shortage Area,,,,,,,,,
2016,Q4,10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,Alabama,36106,MONTGOMERY,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,139.0,2200,Montgomery County,01101,32.35,-86.28,Non-Shortage Area,,,,,,,,,
2016,Q4,10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,Alabama,36106,MONTGOMERY,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,47.0,2300,Montgomery County,01101,32.35,-86.28,Non-Shortage Area,,,,,,,,,
2016,Q4,10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,Alabama,36106,MONTGOMERY,Emergency Department,OP_21,Median Time to Pain Medicine,86.0,108,Montgomery County,01101,32.35,-86.28,Non-Shortage Area,,,,,,,,,
2016,Q4,10024,JACKSON HOSPITAL & CLINIC INC,MONTGOMERY,Alabama,36106,MONTGOMERY,Emergency Department,OP_22,% of Patients Left Before Being Seen,4.0,48276,Montgomery County,01101,32.35,-86.28,Non-Shortage Area,,,,,,,,,
2016,Q4,10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,Alabama,36801,LEE,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,60.0,905,Lee County,01081,32.65,-85.37,Non-Shortage Area,,,,,,,,,
2016,Q4,10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,Alabama,36801,LEE,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,140.0,950,Lee County,01081,32.65,-85.37,Non-Shortage Area,,,,,,,,,
2016,Q4,10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,Alabama,36801,LEE,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,43.0,975,Lee County,01081,32.65,-85.37,Non-Shortage Area,,,,,,,,,
2016,Q4,10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,Alabama,36801,LEE,Emergency Department,OP_21,Median Time to Pain Medicine,72.0,247,Lee County,01081,32.65,-85.37,Non-Shortage Area,,,,,,,,,
2016,Q4,10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,Alabama,36801,LEE,Emergency Department,OP_22,% of Patients Left Before Being Seen,3.0,64091,Lee County,01081,32.65,-85.37,Non-Shortage Area,,,,,,,,,
2016,Q4,10029,EAST ALABAMA MEDICAL CENTER,OPELIKA,Alabama,36801,LEE,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,88.0,32,Lee County,01081,32.65,-85.37,Non-Shortage Area,,,,,,,,,
2016,Q4,10032,WEDOWEE HOSPITAL,WEDOWEE,Alabama,36278,RANDOLPH,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,76.0,280,Randolph County,01111,33.3,-85.48,Shortage Area,Geographic HPSA,13.0,3.8,22139.0,16.9,5826:1,Rural,3500:1,2.53
2016,Q4,10032,WEDOWEE HOSPITAL,WEDOWEE,Alabama,36278,RANDOLPH,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,125.0,436,Randolph County,01111,33.3,-85.48,Shortage Area,Geographic HPSA,13.0,3.8,22139.0,16.9,5826:1,Rural,3500:1,2.53
2016,Q4,10032,WEDOWEE HOSPITAL,WEDOWEE,Alabama,36278,RANDOLPH,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,25.0,459,Randolph County,01111,33.3,-85.48,Shortage Area,Geographic HPSA,13.0,3.8,22139.0,16.9,5826:1,Rural,3500:1,2.53
2016,Q4,10032,WEDOWEE HOSPITAL,WEDOWEE,Alabama,36278,RANDOLPH,Emergency Department,OP_21,Median Time to Pain Medicine,28.0,40,Randolph County,01111,33.3,-85.48,Shortage Area,Geographic HPSA,13.0,3.8,22139.0,16.9,5826:1,Rural,3500:1,2.53
2016,Q4,10032,WEDOWEE HOSPITAL,WEDOWEE,Alabama,36278,RANDOLPH,Emergency Department,OP_22,% of Patients Left Before Being Seen,1.0,7872,Randolph County,01111,33.3,-85.48,Shortage Area,Geographic HPSA,13.0,3.8,22139.0,16.9,5826:1,Rural,3500:1,2.53
2016,Q4,10032,WEDOWEE HOSPITAL,WEDOWEE,Alabama,36278,RANDOLPH,Heart Attack or Chest Pain,OP_4,Median Time to Pain Medicine,98.0,53,Randolph County,01111,33.3,-85.48,Shortage Area,Geographic HPSA,13.0,3.8,22139.0,16.9,5826:1,Rural,3500:1,2.53
2016,Q4,10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,122.0,469,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,208.0,337,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,37.0,354,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,OP_21,Median Time to Pain Medicine,92.0,174,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10033,UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,Alabama,35233,JEFFERSON,Emergency Department,OP_22,% of Patients Left Before Being Seen,4.0,104052,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,10034,COMMUNITY HOSPITAL INC,TALLASSEE,Alabama,36078,ELMORE,Emergency Department,ED_2b,Median Admit Decision Time to ED Departure Time As Inpatient,65.0,501,Elmore County,01051,32.53,-85.89,Shortage Area,Geographic HPSA,17.0,7.15,76637.0,11.5,10718:1,Partially Rural,3500:1,14.75
2016,Q4,10034,COMMUNITY HOSPITAL INC,TALLASSEE,Alabama,36078,ELMORE,Emergency Department,OP_18b,Median Time Spent in ED Before Leaving,116.0,443,Elmore County,01051,32.53,-85.89,Shortage Area,Geographic HPSA,17.0,7.15,76637.0,11.5,10718:1,Partially Rural,3500:1,14.75
2016,Q4,10034,COMMUNITY HOSPITAL INC,TALLASSEE,Alabama,36078,ELMORE,Emergency Department,OP_20,Median Time Spent in ED Before Seen by Health Professional,30.0,408,Elmore County,01051,32.53,-85.89,Shortage Area,Geographic HPSA,17.0,7.15,76637.0,11.5,10718:1,Partially Rural,3500:1,14.75
2016,Q4,10034,COMMUNITY HOSPITAL INC,TALLASSEE,Alabama,36078,ELMORE,Emergency Department,OP_21,Median Time to Pain Medicine,95.0,53,Elmore County,01051,32.53,-85.89,Shortage Area,Geographic HPSA,17.0,7.15,76637.0,11.5,10718:1,Partially Rural,3500:1,14.75
2016,Q4,10034,COMMUNITY HOSPITAL INC,TALLASSEE,Alabama,36078,ELMORE,Emergency Department,OP_22,% of Patients Left Before Being Seen,4.0,10706,Elmore County,01051,32.53,-85.89,Shortage Area,Geographic HPSA,17.0,7.15,76637.0,11.5,10718:1,Partially Rural,3500:1,14.75
